clip_id,timestamp,player_panel,raw_status,status,confidence
19,0.0,0,5_eliminated,eliminated,0.707
19,0.0,1,5_eliminated,eliminated,0.907
19,0.0,2,5_eliminated,eliminated,0.254
19,0.0,3,1_injured,injured,0.441
19,0.0,4,0_healthy,healthy,0.388
19,2.0,0,5_eliminated,eliminated,0.777
19,2.0,1,5_eliminated,eliminated,0.899
19,2.0,2,5_eliminated,eliminated,0.433
19,2.0,3,1_injured,injured,0.445
19,2.0,4,0_healthy,healthy,0.424
19,4.0,0,5_eliminated,eliminated,0.77
19,4.0,1,5_eliminated,eliminated,0.845
19,4.0,2,5_eliminated,eliminated,0.382
19,4.0,3,1_injured,injured,0.469
19,4.0,4,0_healthy,healthy,0.433
19,6.0,0,5_eliminated,eliminated,0.771
19,6.0,1,5_eliminated,eliminated,0.746
19,6.0,2,5_eliminated,eliminated,0.362
19,6.0,3,1_injured,injured,0.458
19,6.0,4,0_healthy,healthy,0.409
19,8.0,0,5_eliminated,eliminated,0.687
19,8.0,1,5_eliminated,eliminated,0.918
19,8.0,2,5_eliminated,eliminated,0.336
19,8.0,3,1_injured,injured,0.452
19,8.0,4,0_healthy,healthy,0.396
19,10.0,0,5_eliminated,eliminated,0.695
19,10.0,1,5_eliminated,eliminated,0.903
19,10.0,2,5_eliminated,eliminated,0.326
19,10.0,3,1_injured,injured,0.454
19,10.0,4,0_healthy,healthy,0.471
19,12.0,0,5_eliminated,eliminated,0.627
19,12.0,1,5_eliminated,eliminated,0.824
19,12.0,2,5_eliminated,eliminated,0.359
19,12.0,3,1_injured,injured,0.546
19,12.0,4,0_healthy,healthy,0.336
19,14.0,0,5_eliminated,eliminated,0.741
19,14.0,1,5_eliminated,eliminated,0.902
19,14.0,2,5_eliminated,eliminated,0.385
19,14.0,3,1_injured,injured,0.501
19,14.0,4,0_healthy,healthy,0.39
19,16.0,0,5_eliminated,eliminated,0.798
19,16.0,1,5_eliminated,eliminated,0.842
19,16.0,2,5_eliminated,eliminated,0.378
19,16.0,3,1_injured,injured,0.501
19,16.0,4,0_healthy,healthy,0.281
19,18.0,0,5_eliminated,eliminated,0.605
19,18.0,1,5_eliminated,eliminated,0.823
19,18.0,2,5_eliminated,eliminated,0.555
19,18.0,3,1_injured,injured,0.503
19,18.0,4,0_healthy,healthy,0.38
19,20.0,0,5_eliminated,eliminated,0.707
19,20.0,1,5_eliminated,eliminated,0.901
19,20.0,2,5_eliminated,eliminated,0.345
19,20.0,3,1_injured,injured,0.518
19,20.0,4,4_chaired,chaired,0.36
19,22.0,0,5_eliminated,eliminated,0.604
19,22.0,1,5_eliminated,eliminated,0.917
19,22.0,2,5_eliminated,eliminated,0.361
19,22.0,3,1_injured,injured,0.461
19,22.0,4,0_healthy,healthy,0.495
19,24.0,0,5_eliminated,eliminated,0.673
19,24.0,1,5_eliminated,eliminated,0.838
19,24.0,2,5_eliminated,eliminated,0.37
19,24.0,3,1_injured,injured,0.5
19,24.0,4,0_healthy,healthy,0.393
19,26.0,0,5_eliminated,eliminated,0.74
19,26.0,1,5_eliminated,eliminated,0.91
19,26.0,2,5_eliminated,eliminated,0.419
19,26.0,3,1_injured,injured,0.481
19,26.0,4,0_healthy,healthy,0.391
19,27.99,0,5_eliminated,eliminated,0.777
19,27.99,1,5_eliminated,eliminated,0.797
19,27.99,2,5_eliminated,eliminated,0.348
19,27.99,3,1_injured,injured,0.438
19,27.99,4,0_healthy,healthy,0.532
19,29.99,0,5_eliminated,eliminated,0.725
19,29.99,1,5_eliminated,eliminated,0.895
19,29.99,2,5_eliminated,eliminated,0.361
19,29.99,3,1_injured,injured,0.522
19,29.99,4,0_healthy,healthy,0.719
19,31.99,0,5_eliminated,eliminated,0.714
19,31.99,1,5_eliminated,eliminated,0.917
19,31.99,2,5_eliminated,eliminated,0.313
19,31.99,3,1_injured,injured,0.589
19,31.99,4,0_healthy,healthy,0.495
19,33.99,0,5_eliminated,eliminated,0.772
19,33.99,1,5_eliminated,eliminated,0.824
19,33.99,2,5_eliminated,eliminated,0.272
19,33.99,3,1_injured,injured,0.675
19,33.99,4,0_healthy,healthy,0.462
19,35.99,0,5_eliminated,eliminated,0.718
19,35.99,1,5_eliminated,eliminated,0.913
19,35.99,2,5_eliminated,eliminated,0.274
19,35.99,3,1_injured,injured,0.508
19,35.99,4,0_healthy,healthy,0.43
19,37.99,0,5_eliminated,eliminated,0.766
19,37.99,1,5_eliminated,eliminated,0.906
19,37.99,2,1_injured,injured,0.304
19,37.99,3,1_injured,injured,0.447
19,37.99,4,0_healthy,healthy,0.314
19,39.99,0,5_eliminated,eliminated,0.745
19,39.99,1,5_eliminated,eliminated,0.854
19,39.99,2,1_injured,injured,0.265
19,39.99,3,1_injured,injured,0.505
19,39.99,4,0_healthy,healthy,0.41
19,41.99,0,5_eliminated,eliminated,0.698
19,41.99,1,5_eliminated,eliminated,0.913
19,41.99,2,5_eliminated,eliminated,0.29
19,41.99,3,1_injured,injured,0.516
19,41.99,4,0_healthy,healthy,0.426
19,43.99,0,5_eliminated,eliminated,0.387
19,43.99,1,5_eliminated,eliminated,0.711
19,43.99,2,5_eliminated,eliminated,0.312
19,43.99,3,1_injured,injured,0.507
19,43.99,4,0_healthy,healthy,0.373
19,45.99,0,5_eliminated,eliminated,0.697
19,45.99,1,5_eliminated,eliminated,0.904
19,45.99,2,5_eliminated,eliminated,0.282
19,45.99,3,1_injured,injured,0.516
19,45.99,4,5_eliminated,eliminated,0.373
19,47.99,0,5_eliminated,eliminated,0.767
19,47.99,1,5_eliminated,eliminated,0.784
19,47.99,2,5_eliminated,eliminated,0.405
19,47.99,3,1_injured,injured,0.49
19,47.99,4,5_eliminated,eliminated,0.359
19,49.99,0,5_eliminated,eliminated,0.641
19,49.99,1,5_eliminated,eliminated,0.841
19,49.99,2,5_eliminated,eliminated,0.322
19,49.99,3,1_injured,injured,0.549
19,49.99,4,0_healthy,healthy,0.373
19,51.99,0,5_eliminated,eliminated,0.672
19,51.99,1,5_eliminated,eliminated,0.917
19,51.99,2,5_eliminated,eliminated,0.352
19,51.99,3,1_injured,injured,0.428
19,51.99,4,0_healthy,healthy,0.294
19,53.99,0,5_eliminated,eliminated,0.688
19,53.99,1,5_eliminated,eliminated,0.915
19,53.99,2,5_eliminated,eliminated,0.364
19,53.99,3,1_injured,injured,0.446
19,53.99,4,0_healthy,healthy,0.34
19,55.99,0,5_eliminated,eliminated,0.666
19,55.99,1,5_eliminated,eliminated,0.907
19,55.99,2,5_eliminated,eliminated,0.36
19,55.99,3,1_injured,injured,0.482
19,55.99,4,0_healthy,healthy,0.353
19,57.99,0,5_eliminated,eliminated,0.679
19,57.99,1,5_eliminated,eliminated,0.873
19,57.99,2,5_eliminated,eliminated,0.377
19,57.99,3,1_injured,injured,0.499
19,57.99,4,0_healthy,healthy,0.341
19,59.99,0,5_eliminated,eliminated,0.672
19,59.99,1,5_eliminated,eliminated,0.715
19,59.99,2,5_eliminated,eliminated,0.381
19,59.99,3,1_injured,injured,0.469
19,59.99,4,0_healthy,healthy,0.322
19,61.99,0,5_eliminated,eliminated,0.638
19,61.99,1,5_eliminated,eliminated,0.844
19,61.99,2,5_eliminated,eliminated,0.383
19,61.99,3,1_injured,injured,0.544
19,61.99,4,0_healthy,healthy,0.384
19,63.99,0,5_eliminated,eliminated,0.644
19,63.99,1,5_eliminated,eliminated,0.848
19,63.99,2,5_eliminated,eliminated,0.365
19,63.99,3,1_injured,injured,0.451
19,63.99,4,0_healthy,healthy,0.395
19,65.99,0,5_eliminated,eliminated,0.714
19,65.99,1,5_eliminated,eliminated,0.916
19,65.99,2,5_eliminated,eliminated,0.402
19,65.99,3,1_injured,injured,0.552
19,65.99,4,0_healthy,healthy,0.357
19,67.99,0,5_eliminated,eliminated,0.705
19,67.99,1,5_eliminated,eliminated,0.908
19,67.99,2,5_eliminated,eliminated,0.374
19,67.99,3,1_injured,injured,0.493
19,67.99,4,0_healthy,healthy,0.392
19,69.99,0,5_eliminated,eliminated,0.684
19,69.99,1,5_eliminated,eliminated,0.89
19,69.99,2,5_eliminated,eliminated,0.412
19,69.99,3,1_injured,injured,0.401
19,69.99,4,0_healthy,healthy,0.392
19,71.99,0,5_eliminated,eliminated,0.684
19,71.99,1,5_eliminated,eliminated,0.819
19,71.99,2,5_eliminated,eliminated,0.458
19,71.99,3,1_injured,injured,0.428
19,71.99,4,0_healthy,healthy,0.475
19,73.99,0,5_eliminated,eliminated,0.639
19,73.99,1,5_eliminated,eliminated,0.924
19,73.99,2,5_eliminated,eliminated,0.443
19,73.99,3,1_injured,injured,0.527
19,73.99,4,0_healthy,healthy,0.407
19,75.99,0,5_eliminated,eliminated,0.674
19,75.99,1,5_eliminated,eliminated,0.925
19,75.99,2,5_eliminated,eliminated,0.423
19,75.99,3,1_injured,injured,0.503
19,75.99,4,0_healthy,healthy,0.386
19,77.99,0,5_eliminated,eliminated,0.649
19,77.99,1,5_eliminated,eliminated,0.896
19,77.99,2,5_eliminated,eliminated,0.4
19,77.99,3,1_injured,injured,0.504
19,77.99,4,0_healthy,healthy,0.354
19,79.99,0,5_eliminated,eliminated,0.653
19,79.99,1,5_eliminated,eliminated,0.912
19,79.99,2,5_eliminated,eliminated,0.325
19,79.99,3,1_injured,injured,0.507
19,79.99,4,0_healthy,healthy,0.429
19,81.98,0,5_eliminated,eliminated,0.692
19,81.98,1,5_eliminated,eliminated,0.906
19,81.98,2,5_eliminated,eliminated,0.276
19,81.98,3,1_injured,injured,0.474
19,81.98,4,0_healthy,healthy,0.426
19,83.98,0,5_eliminated,eliminated,0.747
19,83.98,1,5_eliminated,eliminated,0.906
19,83.98,2,1_injured,injured,0.286
