clip_id,timestamp,player_panel,raw_status,status,confidence
86,0.0,0,5_eliminated,eliminated,0.481
86,0.0,1,0_healthy,healthy,0.371
86,0.0,2,5_eliminated,eliminated,0.555
86,0.0,3,0_healthy,healthy,0.462
86,0.0,4,0_healthy,healthy,0.512
86,2.0,0,5_eliminated,eliminated,0.376
86,2.0,1,0_healthy,healthy,0.432
86,2.0,2,1_injured,injured,0.286
86,2.0,3,0_healthy,healthy,0.377
86,2.0,4,0_healthy,healthy,0.427
86,4.0,0,5_eliminated,eliminated,0.43
86,4.0,1,0_healthy,healthy,0.297
86,4.0,2,1_injured,injured,0.394
86,4.0,3,0_healthy,healthy,0.256
86,4.0,4,0_healthy,healthy,0.296
86,6.0,0,6_escaped,escaped,0.475
86,6.0,1,0_healthy,healthy,0.311
86,6.0,2,1_injured,injured,0.436
86,6.0,3,0_healthy,healthy,0.267
86,6.0,4,0_healthy,healthy,0.325
86,8.0,0,6_escaped,escaped,0.406
86,8.0,1,0_healthy,healthy,0.417
86,8.0,2,1_injured,injured,0.406
86,8.0,3,0_healthy,healthy,0.372
86,8.0,4,0_healthy,healthy,0.458
86,10.0,0,6_escaped,escaped,0.497
86,10.0,1,0_healthy,healthy,0.277
86,10.0,2,1_injured,injured,0.349
86,10.0,3,0_healthy,healthy,0.241
86,10.0,4,0_healthy,healthy,0.31
86,12.0,0,6_escaped,escaped,0.452
86,12.0,1,0_healthy,healthy,0.301
86,12.0,2,1_injured,injured,0.386
86,12.0,3,1_injured,injured,0.242
86,12.0,4,0_healthy,healthy,0.356
86,14.0,0,6_escaped,escaped,0.419
86,14.0,1,0_healthy,healthy,0.304
86,14.0,2,1_injured,injured,0.438
86,14.0,3,1_injured,injured,0.243
86,14.0,4,0_healthy,healthy,0.337
86,16.0,0,6_escaped,escaped,0.434
86,16.0,1,0_healthy,healthy,0.267
86,16.0,2,1_injured,injured,0.417
86,16.0,3,0_healthy,healthy,0.297
86,16.0,4,0_healthy,healthy,0.271
86,18.0,0,6_escaped,escaped,0.435
86,18.0,1,0_healthy,healthy,0.297
86,18.0,2,1_injured,injured,0.398
86,18.0,3,0_healthy,healthy,0.246
86,18.0,4,0_healthy,healthy,0.324
86,20.0,0,6_escaped,escaped,0.517
86,20.0,1,0_healthy,healthy,0.304
86,20.0,2,1_injured,injured,0.429
86,20.0,3,0_healthy,healthy,0.263
86,20.0,4,0_healthy,healthy,0.332
86,22.0,0,6_escaped,escaped,0.455
86,22.0,1,0_healthy,healthy,0.289
86,22.0,2,1_injured,injured,0.43
86,22.0,3,0_healthy,healthy,0.255
86,22.0,4,0_healthy,healthy,0.335
86,24.0,0,6_escaped,escaped,0.526
86,24.0,1,0_healthy,healthy,0.275
86,24.0,2,1_injured,injured,0.397
86,24.0,3,0_healthy,healthy,0.295
86,24.0,4,0_healthy,healthy,0.263
86,26.0,0,6_escaped,escaped,0.49
86,26.0,1,0_healthy,healthy,0.302
86,26.0,2,1_injured,injured,0.385
86,26.0,3,0_healthy,healthy,0.243
86,26.0,4,0_healthy,healthy,0.335
86,28.0,0,6_escaped,escaped,0.486
86,28.0,1,0_healthy,healthy,0.297
86,28.0,2,1_injured,injured,0.4
86,28.0,3,0_healthy,healthy,0.254
86,28.0,4,0_healthy,healthy,0.322
86,30.0,0,6_escaped,escaped,0.463
86,30.0,1,0_healthy,healthy,0.275
86,30.0,2,1_injured,injured,0.403
86,30.0,3,0_healthy,healthy,0.258
86,30.0,4,0_healthy,healthy,0.306
86,32.0,0,6_escaped,escaped,0.479
86,32.0,1,0_healthy,healthy,0.261
86,32.0,2,1_injured,injured,0.35
