clip_id,timestamp,player_panel,raw_status,status,confidence
038,0.0,0,6_escaped,escaped,0.568
038,0.0,1,3_ballooned,ballooned,0.466
038,0.0,2,5_eliminated,eliminated,0.409
038,0.0,3,4_chaired,chaired,0.539
038,0.0,4,3_ballooned,ballooned,0.356
038,2.0,0,6_escaped,escaped,0.619
038,2.0,1,5_eliminated,eliminated,0.577
038,2.0,2,5_eliminated,eliminated,0.743
038,2.0,3,4_chaired,chaired,0.469
038,2.0,4,3_ballooned,ballooned,0.297
038,4.0,0,6_escaped,escaped,0.778
038,4.0,1,4_chaired,chaired,0.874
038,4.0,2,5_eliminated,eliminated,0.53
038,4.0,3,4_chaired,chaired,0.478
038,4.0,4,3_ballooned,ballooned,0.873
038,6.0,0,6_escaped,escaped,0.785
038,6.0,1,4_chaired,chaired,0.887
038,6.0,2,5_eliminated,eliminated,0.873
038,6.0,3,4_chaired,chaired,0.477
038,6.0,4,3_ballooned,ballooned,0.995
038,8.0,0,6_escaped,escaped,0.63
038,8.0,1,5_eliminated,eliminated,0.592
038,8.0,2,5_eliminated,eliminated,0.815
038,8.0,3,4_chaired,chaired,0.399
038,8.0,4,3_ballooned,ballooned,0.251
038,10.0,0,6_escaped,escaped,0.612
038,10.0,1,5_eliminated,eliminated,0.525
038,10.0,2,5_eliminated,eliminated,0.942
038,10.0,3,3_ballooned,ballooned,0.419
038,10.0,4,3_ballooned,ballooned,0.279
038,12.0,0,6_escaped,escaped,0.587
038,12.0,1,4_chaired,chaired,0.53
038,12.0,2,5_eliminated,eliminated,0.434
038,12.0,3,4_chaired,chaired,0.424
038,12.0,4,3_ballooned,ballooned,0.452
038,14.0,0,6_escaped,escaped,0.608
038,14.0,1,4_chaired,chaired,0.592
038,14.0,2,5_eliminated,eliminated,0.477
038,14.0,3,4_chaired,chaired,0.675
038,14.0,4,3_ballooned,ballooned,0.4
038,16.0,0,6_escaped,escaped,0.532
038,16.0,1,4_chaired,chaired,0.587
038,16.0,2,5_eliminated,eliminated,0.738
038,16.0,3,4_chaired,chaired,0.397
038,16.0,4,3_ballooned,ballooned,0.26
038,18.0,0,6_escaped,escaped,0.506
038,18.0,1,4_chaired,chaired,0.52
038,18.0,2,5_eliminated,eliminated,0.723
038,18.0,3,4_chaired,chaired,0.594
038,18.0,4,3_ballooned,ballooned,0.345
038,20.0,0,6_escaped,escaped,0.571
