clip_id,timestamp,player_panel,raw_status,status,confidence
59,0.0,0,1_injured,injured,0.576
59,0.0,1,0_healthy,healthy,0.556
59,0.0,2,0_healthy,healthy,0.59
59,0.0,3,0_healthy,healthy,0.604
59,0.0,4,0_healthy,healthy,0.629
59,2.0,0,5_eliminated,eliminated,0.315
59,2.0,1,0_healthy,healthy,0.27
59,2.0,2,0_healthy,healthy,0.562
59,2.0,3,0_healthy,healthy,0.598
59,2.0,4,0_healthy,healthy,0.614
59,4.0,0,5_eliminated,eliminated,0.524
59,4.0,1,0_healthy,healthy,0.637
59,4.0,2,0_healthy,healthy,0.715
59,4.0,3,0_healthy,healthy,0.438
59,4.0,4,0_healthy,healthy,0.481
59,6.0,0,5_eliminated,eliminated,0.405
59,6.0,1,0_healthy,healthy,0.435
59,6.0,2,1_injured,injured,0.429
59,6.0,3,0_healthy,healthy,0.417
59,6.0,4,0_healthy,healthy,0.467
59,8.0,0,6_escaped,escaped,0.432
59,8.0,1,0_healthy,healthy,0.322
59,8.0,2,5_eliminated,eliminated,0.342
59,8.0,3,0_healthy,healthy,0.275
59,8.0,4,1_injured,injured,0.329
59,10.0,0,6_escaped,escaped,0.538
59,10.0,1,0_healthy,healthy,0.268
59,10.0,2,5_eliminated,eliminated,0.337
59,10.0,3,0_healthy,healthy,0.282
59,10.0,4,1_injured,injured,0.328
59,12.0,0,6_escaped,escaped,0.484
59,12.0,1,0_healthy,healthy,0.298
59,12.0,2,1_injured,injured,0.3
59,12.0,3,0_healthy,healthy,0.274
59,12.0,4,1_injured,injured,0.347
59,14.0,0,6_escaped,escaped,0.41
59,14.0,1,0_healthy,healthy,0.427
59,14.0,2,1_injured,injured,0.282
59,14.0,3,0_healthy,healthy,0.393
59,14.0,4,1_injured,injured,0.475
59,16.0,0,6_escaped,escaped,0.467
59,16.0,1,0_healthy,healthy,0.314
59,16.0,2,1_injured,injured,0.361
59,16.0,3,0_healthy,healthy,0.268
59,16.0,4,1_injured,injured,0.289
59,18.0,0,6_escaped,escaped,0.414
59,18.0,1,0_healthy,healthy,0.283
59,18.0,2,1_injured,injured,0.362
59,18.0,3,0_healthy,healthy,0.268
59,18.0,4,1_injured,injured,0.264
59,20.0,0,6_escaped,escaped,0.487
59,20.0,1,0_healthy,healthy,0.302
59,20.0,2,1_injured,injured,0.354
59,20.0,3,0_healthy,healthy,0.261
59,20.0,4,1_injured,injured,0.252
59,22.0,0,6_escaped,escaped,0.474
59,22.0,1,0_healthy,healthy,0.305
59,22.0,2,1_injured,injured,0.364
59,22.0,3,0_healthy,healthy,0.252
59,22.0,4,1_injured,injured,0.342
59,24.0,0,6_escaped,escaped,0.406
59,24.0,1,0_healthy,healthy,0.271
59,24.0,2,1_injured,injured,0.337
59,24.0,3,0_healthy,healthy,0.25
59,24.0,4,1_injured,injured,0.286
59,26.0,0,6_escaped,escaped,0.395
59,26.0,1,0_healthy,healthy,0.353
59,26.0,2,1_injured,injured,0.355
59,26.0,3,0_healthy,healthy,0.255
59,26.0,4,1_injured,injured,0.282
59,28.0,0,6_escaped,escaped,0.627
59,28.0,1,0_healthy,healthy,0.282
59,28.0,2,1_injured,injured,0.342
59,28.0,3,0_healthy,healthy,0.237
59,28.0,4,1_injured,injured,0.271
59,30.0,0,6_escaped,escaped,0.712
59,30.0,1,0_healthy,healthy,0.275
59,30.0,2,1_injured,injured,0.37
59,30.0,3,0_healthy,healthy,0.26
59,30.0,4,1_injured,injured,0.231
59,32.0,0,6_escaped,escaped,0.704
59,32.0,1,0_healthy,healthy,0.279
59,32.0,2,1_injured,injured,0.345
59,32.0,3,0_healthy,healthy,0.27
59,32.0,4,1_injured,injured,0.245
59,34.0,0,6_escaped,escaped,0.651
59,34.0,1,0_healthy,healthy,0.291
59,34.0,2,1_injured,injured,0.368
59,34.0,3,0_healthy,healthy,0.274
59,34.0,4,1_injured,injured,0.308
59,36.0,0,6_escaped,escaped,0.65
59,36.0,1,0_healthy,healthy,0.302
59,36.0,2,1_injured,injured,0.363
59,36.0,3,0_healthy,healthy,0.283
59,36.0,4,1_injured,injured,0.305
59,38.0,0,6_escaped,escaped,0.653
59,38.0,1,0_healthy,healthy,0.253
59,38.0,2,1_injured,injured,0.357
59,38.0,3,0_healthy,healthy,0.226
59,38.0,4,1_injured,injured,0.268
59,40.0,0,6_escaped,escaped,0.643
59,40.0,1,0_healthy,healthy,0.315
59,40.0,2,1_injured,injured,0.362
59,40.0,3,0_healthy,healthy,0.263
59,40.0,4,1_injured,injured,0.248
59,42.0,0,6_escaped,escaped,0.652
59,42.0,1,0_healthy,healthy,0.28
59,42.0,2,1_injured,injured,0.338
59,42.0,3,0_healthy,healthy,0.259
59,42.0,4,1_injured,injured,0.279
59,44.0,0,6_escaped,escaped,0.628
59,44.0,1,0_healthy,healthy,0.328
59,44.0,2,1_injured,injured,0.307
59,44.0,3,0_healthy,healthy,0.293
59,44.0,4,1_injured,injured,0.328
59,46.0,0,6_escaped,escaped,0.622
59,46.0,1,0_healthy,healthy,0.32
59,46.0,2,1_injured,injured,0.334
59,46.0,3,0_healthy,healthy,0.249
59,46.0,4,1_injured,injured,0.328
59,48.0,0,6_escaped,escaped,0.626
59,48.0,1,0_healthy,healthy,0.317
59,48.0,2,1_injured,injured,0.357
59,48.0,3,0_healthy,healthy,0.267
59,48.0,4,1_injured,injured,0.313
59,50.0,0,6_escaped,escaped,0.66
59,50.0,1,0_healthy,healthy,0.318
59,50.0,2,1_injured,injured,0.346
59,50.0,3,0_healthy,healthy,0.252
59,50.0,4,1_injured,injured,0.257
59,52.0,0,6_escaped,escaped,0.654
59,52.0,1,0_healthy,healthy,0.332
59,52.0,2,1_injured,injured,0.347
59,52.0,3,0_healthy,healthy,0.302
59,52.0,4,1_injured,injured,0.3
59,54.0,0,6_escaped,escaped,0.644
59,54.0,1,0_healthy,healthy,0.293
59,54.0,2,1_injured,injured,0.368
59,54.0,3,0_healthy,healthy,0.297
59,54.0,4,1_injured,injured,0.274
59,56.0,0,6_escaped,escaped,0.674
59,56.0,1,0_healthy,healthy,0.327
59,56.0,2,1_injured,injured,0.339
59,56.0,3,0_healthy,healthy,0.247
59,56.0,4,1_injured,injured,0.252
59,58.0,0,6_escaped,escaped,0.612
59,58.0,1,0_healthy,healthy,0.294
59,58.0,2,1_injured,injured,0.339
59,58.0,3,0_healthy,healthy,0.243
59,58.0,4,1_injured,injured,0.317
59,60.0,0,6_escaped,escaped,0.606
59,60.0,1,0_healthy,healthy,0.305
59,60.0,2,1_injured,injured,0.316
59,60.0,3,0_healthy,healthy,0.283
59,60.0,4,1_injured,injured,0.302
59,62.0,0,6_escaped,escaped,0.659
59,62.0,1,0_healthy,healthy,0.335
59,62.0,2,1_injured,injured,0.387
59,62.0,3,0_healthy,healthy,0.279
59,62.0,4,1_injured,injured,0.285
59,64.0,0,5_eliminated,eliminated,0.602
59,64.0,1,0_healthy,healthy,0.533
59,64.0,2,4_chaired,chaired,0.753
59,64.0,3,0_healthy,healthy,0.399
