clip_id,timestamp,player_panel,raw_status,status,confidence
72,0.0,0,0_healthy,healthy,0.592
72,0.0,1,5_eliminated,eliminated,0.462
72,0.0,2,5_eliminated,eliminated,0.365
72,0.0,3,5_eliminated,eliminated,0.441
72,0.0,4,0_healthy,healthy,0.44
72,2.0,0,6_escaped,escaped,0.757
72,2.0,1,5_eliminated,eliminated,0.698
72,2.0,2,5_eliminated,eliminated,0.67
72,2.0,3,5_eliminated,eliminated,0.455
72,2.0,4,0_healthy,healthy,0.446
72,4.0,0,0_healthy,healthy,0.494
72,4.0,1,5_eliminated,eliminated,0.332
72,4.0,2,5_eliminated,eliminated,0.334
72,4.0,3,5_eliminated,eliminated,0.258
72,4.0,4,0_healthy,healthy,0.302
72,6.0,0,6_escaped,escaped,0.502
72,6.0,1,1_injured,injured,0.373
72,6.0,2,1_injured,injured,0.254
72,6.0,3,1_injured,injured,0.242
72,6.0,4,0_healthy,healthy,0.398
72,8.0,0,6_escaped,escaped,0.407
72,8.0,1,1_injured,injured,0.406
72,8.0,2,1_injured,injured,0.232
72,8.0,3,1_injured,injured,0.378
72,8.0,4,0_healthy,healthy,0.61
72,10.0,0,6_escaped,escaped,0.491
72,10.0,1,1_injured,injured,0.335
72,10.0,2,2_downed,downed,0.324
72,10.0,3,6_escaped,escaped,0.278
72,10.0,4,0_healthy,healthy,0.369
72,12.0,0,6_escaped,escaped,0.518
72,12.0,1,1_injured,injured,0.334
72,12.0,2,1_injured,injured,0.285
72,12.0,3,6_escaped,escaped,0.241
72,12.0,4,0_healthy,healthy,0.386
72,14.0,0,6_escaped,escaped,0.479
72,14.0,1,1_injured,injured,0.348
72,14.0,2,2_downed,downed,0.341
72,14.0,3,6_escaped,escaped,0.419
72,14.0,4,0_healthy,healthy,0.346
72,16.0,0,6_escaped,escaped,0.469
72,16.0,1,1_injured,injured,0.316
72,16.0,2,2_downed,downed,0.319
72,16.0,3,6_escaped,escaped,0.269
72,16.0,4,0_healthy,healthy,0.362
72,18.0,0,6_escaped,escaped,0.513
72,18.0,1,1_injured,injured,0.34
