clip_id,timestamp,player_panel,raw_status,status,confidence
88,0.0,0,6_escaped,escaped,0.407
88,0.0,1,2_downed,downed,0.259
88,0.0,2,1_injured,injured,0.351
88,0.0,3,0_healthy,healthy,0.258
88,0.0,4,0_healthy,healthy,0.423
88,2.0,0,5_eliminated,eliminated,0.43
88,2.0,1,2_downed,downed,0.236
88,2.0,2,1_injured,injured,0.374
88,2.0,3,1_injured,injured,0.327
88,2.0,4,6_escaped,escaped,0.288
88,4.0,0,5_eliminated,eliminated,0.411
88,4.0,1,2_downed,downed,0.401
88,4.0,2,1_injured,injured,0.401
88,4.0,3,0_healthy,healthy,0.27
88,4.0,4,6_escaped,escaped,0.746
88,6.0,0,5_eliminated,eliminated,0.603
88,6.0,1,5_eliminated,eliminated,0.281
88,6.0,2,1_injured,injured,0.386
88,6.0,3,1_injured,injured,0.331
88,6.0,4,6_escaped,escaped,0.315
88,8.0,0,5_eliminated,eliminated,0.463
88,8.0,1,5_eliminated,eliminated,0.344
88,8.0,2,1_injured,injured,0.343
88,8.0,3,1_injured,injured,0.241
88,8.0,4,6_escaped,escaped,0.295
88,10.0,0,5_eliminated,eliminated,0.36
88,10.0,1,5_eliminated,eliminated,0.352
88,10.0,2,1_injured,injured,0.353
88,10.0,3,1_injured,injured,0.257
88,10.0,4,6_escaped,escaped,0.31
88,12.0,0,5_eliminated,eliminated,0.695
88,12.0,1,5_eliminated,eliminated,0.413
88,12.0,2,1_injured,injured,0.325
88,12.0,3,1_injured,injured,0.272
88,12.0,4,6_escaped,escaped,0.31
88,14.0,0,5_eliminated,eliminated,0.459
88,14.0,1,5_eliminated,eliminated,0.308
88,14.0,2,1_injured,injured,0.388
88,14.0,3,1_injured,injured,0.284
88,14.0,4,6_escaped,escaped,0.328
88,16.0,0,5_eliminated,eliminated,0.629
88,16.0,1,5_eliminated,eliminated,0.357
88,16.0,2,1_injured,injured,0.363
88,16.0,3,1_injured,injured,0.231
88,16.0,4,6_escaped,escaped,0.344
88,18.0,0,5_eliminated,eliminated,0.672
88,18.0,1,2_downed,downed,0.225
88,18.0,2,1_injured,injured,0.34
88,18.0,3,5_eliminated,eliminated,0.235
88,18.0,4,6_escaped,escaped,0.328
88,20.0,0,6_escaped,escaped,0.439
88,20.0,1,6_escaped,escaped,0.318
88,20.0,2,1_injured,injured,0.271
88,20.0,3,1_injured,injured,0.435
88,20.0,4,6_escaped,escaped,0.354
