accuracy,loss,val_accuracy,val_loss,learning_rate
0.5049628019332886,1.4543673992156982,0.45028141140937805,1.8836181163787842,0.0005000000237487257
0.7568238377571106,0.9340180158615112,0.10131332278251648,2.245760917663574,0.0005000000237487257
0.7903226017951965,0.7680327892303467,0.11444652825593948,2.215808629989624,0.0005000000237487257
0.8089330196380615,0.69887775182724,0.25140711665153503,1.3521080017089844,0.0005000000237487257
0.8734491467475891,0.6056179404258728,0.6041275858879089,1.074188470840454,0.0005000000237487257
0.8933002352714539,0.5573061108589172,0.9737336039543152,0.38283008337020874,0.0005000000237487257
0.9143920540809631,0.4875563681125641,0.705440878868103,0.740516722202301,0.0005000000237487257
0.906947910785675,0.5253783464431763,0.9399625062942505,0.4591944217681885,0.0005000000237487257
0.940446674823761,0.43928685784339905,0.9549718499183655,0.46189016103744507,0.0005000000237487257
0.9503722190856934,0.41974419355392456,0.9681050777435303,0.3790786564350128,0.0005000000237487257
0.9553349614143372,0.41067659854888916,0.9849905967712402,0.3431049585342407,0.0002500000118743628
0.9640198349952698,0.3766235411167145,0.9812382459640503,0.35479480028152466,0.0002500000118743628
0.9615384340286255,0.3847612738609314,0.9887429475784302,0.32587653398513794,0.0002500000118743628
0.9801489114761353,0.3635936975479126,0.9906191229820251,0.3452985882759094,0.0002500000118743628
0.9739454388618469,0.3672364056110382,0.9887429475784302,0.34080618619918823,0.0002500000118743628
0.9801489114761353,0.3644788861274719,0.9887429475784302,0.3248737156391144,0.0002500000118743628
0.9727047085762024,0.36159229278564453,0.9887429475784302,0.33766189217567444,0.0002500000118743628
0.9789081811904907,0.3573435842990875,0.9849905967712402,0.33174118399620056,0.0002500000118743628
0.9826302528381348,0.3600131869316101,0.9849905967712402,0.34991511702537537,0.0001250000059371814
0.9875930547714233,0.3494162857532501,0.9849905967712402,0.333381325006485,0.0001250000059371814
0.981389582157135,0.36070409417152405,0.9812382459640503,0.33200138807296753,0.0001250000059371814
0.9801489114761353,0.3588560223579407,0.9774859547615051,0.35336917638778687,0.0001250000059371814
0.9826302528381348,0.3578658998012543,0.9868667721748352,0.33458778262138367,6.25000029685907e-05
0.9937965273857117,0.32922112941741943,0.9906191229820251,0.32789096236228943,6.25000029685907e-05
