accuracy,loss,val_accuracy,val_loss,learning_rate
0.5314494371414185,1.4372674226760864,0.0,4.491772651672363,0.0010000000474974513
0.742935299873352,0.8774401545524597,0.26859503984451294,2.333357334136963,0.0010000000474974513
0.8176845908164978,0.6661097407341003,0.5537189841270447,1.3772436380386353,0.0010000000474974513
0.8468550443649292,0.5928595066070557,0.8264462947845459,0.736234188079834,0.0010000000474974513
0.8796718120574951,0.5627918243408203,0.9462810158729553,0.5754799246788025,0.0010000000474974513
0.9106654524803162,0.4888799786567688,0.9462810158729553,0.4531070590019226,0.0010000000474974513
0.9197812080383301,0.4665582478046417,0.9462810158729553,0.5041592717170715,0.0010000000474974513
0.9298085570335388,0.44738778471946716,0.6694214940071106,1.4645848274230957,0.0010000000474974513
0.9270738363265991,0.4479071795940399,0.9876033067703247,0.43032577633857727,0.0010000000474974513
0.951686441898346,0.408337265253067,0.9876033067703247,0.399853378534317,0.0010000000474974513
0.9589790105819702,0.3773658275604248,0.9752066135406494,0.4225755035877228,0.0010000000474974513
0.959890604019165,0.381315141916275,0.9834710955619812,0.4167974591255188,0.0010000000474974513
0.9726526737213135,0.3689343333244324,0.9669421315193176,0.42305123805999756,0.0010000000474974513
0.9708295464515686,0.3561728298664093,0.9958677887916565,0.3639031946659088,0.0005000000237487257
0.9735642671585083,0.35971349477767944,0.9917355179786682,0.3305312395095825,0.0005000000237487257
0.9799453020095825,0.34573256969451904,0.9917355179786682,0.32849451899528503,0.0005000000237487257
0.9808568954467773,0.3447313904762268,0.9917355179786682,0.323796808719635,0.0005000000237487257
0.9908842444419861,0.3243912160396576,0.9917355179786682,0.34004443883895874,0.0005000000237487257
0.9890610575675964,0.32175540924072266,0.9958677887916565,0.3317781686782837,0.0002500000118743628
0.9863263368606567,0.332476407289505,0.9958677887916565,0.32835137844085693,0.0002500000118743628
0.9908842444419861,0.32957273721694946,0.9958677887916565,0.3243294656276703,0.0002500000118743628
0.976298987865448,0.3428177237510681,0.9958677887916565,0.32326507568359375,0.0002500000118743628
0.9908842444419861,0.3262738883495331,0.9958677887916565,0.3366831839084625,0.0001250000059371814
0.9863263368606567,0.32437270879745483,0.9958677887916565,0.32723739743232727,0.0001250000059371814
