clip_id,timestamp,player_panel,heart_rate,confidence,valid
53,0.0,0,126,0.0,1
53,0.0,1,,0.0,0
53,0.0,2,140,0.0,1
53,0.0,3,95,0.0,1
53,0.0,4,80,0.0,1
53,2.0,0,126,0.0,1
53,2.0,1,,0.0,0
53,2.0,2,140,0.0,1
53,2.0,3,95,0.0,1
53,2.0,4,80,0.0,1
53,4.0,0,126,0.0,1
53,4.0,1,,0.0,0
53,4.0,2,140,0.0,1
53,4.0,3,95,0.0,1
53,4.0,4,80,0.0,1
53,6.0,0,126,0.0,1
53,6.0,1,,0.0,0
53,6.0,2,140,0.0,1
53,6.0,3,95,0.0,1
53,6.0,4,80,0.0,1
53,8.0,0,126,0.0,1
53,8.0,1,,0.0,0
53,8.0,2,140,0.0,1
53,8.0,3,95,0.0,1
53,8.0,4,80,0.0,1
53,10.0,0,126,0.0,1
53,10.0,1,,0.0,0
53,10.0,2,140,0.0,1
53,10.0,3,95,0.0,1
53,10.0,4,80,0.0,1
53,12.0,0,126,0.0,1
53,12.0,1,,0.0,0
53,12.0,2,140,0.0,1
53,12.0,3,95,0.0,1
53,12.0,4,80,0.0,1
53,14.0,0,126,0.0,1
53,14.0,1,,0.0,0
53,14.0,2,140,0.0,1
53,14.0,3,95,0.0,1
53,14.0,4,80,0.0,1
53,16.0,0,126,0.0,1
53,16.0,1,,0.0,0
53,16.0,2,140,0.0,1
53,16.0,3,95,0.0,1
53,16.0,4,80,0.023,1
53,18.0,0,126,0.0,1
53,18.0,1,,0.0,0
53,18.0,2,140,0.0,1
53,18.0,3,95,0.0,1
53,18.0,4,80,0.0,1
53,20.0,0,126,0.0,1
53,20.0,1,,0.0,0
53,20.0,2,140,0.0,1
53,20.0,3,95,0.0,1
53,20.0,4,80,0.0,1
53,22.0,0,126,0.0,1
53,22.0,1,,0.0,0
53,22.0,2,140,0.0,1
53,22.0,3,95,0.0,1
53,22.0,4,80,0.0,1
53,24.0,0,126,0.0,1
53,24.0,1,,0.0,0
53,24.0,2,140,0.0,1
53,24.0,3,95,0.0,1
53,24.0,4,80,0.0,1
53,26.0,0,126,0.0,1
53,26.0,1,,0.0,0
53,26.0,2,140,0.0,1
53,26.0,3,95,0.0,1
53,26.0,4,80,0.0,1
53,28.0,0,126,0.0,1
53,28.0,1,,0.0,0
53,28.0,2,140,0.0,1
53,28.0,3,95,0.0,1
53,28.0,4,80,0.0,1
53,30.0,0,126,0.0,1
53,30.0,1,,0.0,0
53,30.0,2,140,0.0,1
53,30.0,3,95,0.0,1
53,30.0,4,80,0.0,1
53,32.0,0,126,0.0,1
53,32.0,1,,0.0,0
53,32.0,2,140,0.0,1
53,32.0,3,95,0.0,1
53,32.0,4,80,0.0,1
53,34.0,0,126,0.0,1
53,34.0,1,,0.0,0
53,34.0,2,140,0.0,1
53,34.0,3,95,0.0,1
53,34.0,4,80,0.0,1
53,36.0,0,126,0.0,1
53,36.0,1,,0.0,0
53,36.0,2,140,0.0,1
53,36.0,3,95,0.0,1
53,36.0,4,80,0.0,1
53,38.0,0,126,0.0,1
53,38.0,1,,0.0,0
53,38.0,2,140,0.0,1
53,38.0,3,95,0.0,1
53,38.0,4,80,0.0,1
53,40.0,0,126,0.0,1
53,40.0,1,,0.0,0
53,40.0,2,140,0.0,1
53,40.0,3,95,0.0,1
53,40.0,4,80,0.0,1
53,42.0,0,126,0.0,1
53,42.0,1,,0.0,0
53,42.0,2,140,0.0,1
53,42.0,3,95,0.0,1
53,42.0,4,80,0.0,1
53,44.0,0,126,0.0,1
53,44.0,1,,0.0,0
53,44.0,2,140,0.0,1
53,44.0,3,95,0.0,1
53,44.0,4,80,0.0,1
53,46.0,0,126,0.0,1
53,46.0,1,,0.0,0
53,46.0,2,140,0.0,1
53,46.0,3,95,0.0,1
53,46.0,4,80,0.0,1
53,48.0,0,126,0.677,1
53,48.0,1,,0.0,0
53,48.0,2,140,0.0,1
53,48.0,3,95,0.0,1
53,48.0,4,84,1.0,1
53,50.0,0,132,0.927,1
