clip_id,timestamp,player_panel,heart_rate,confidence,valid
90,0.0,0,88,0.0,1
90,0.0,1,99,0.0,1
90,0.0,2,53,0.0,1
90,0.0,3,101,0.0,1
90,0.0,4,94,0.0,1
90,2.0,0,88,0.0,1
90,2.0,1,99,0.0,1
90,2.0,2,53,0.0,1
90,2.0,3,101,0.0,1
90,2.0,4,94,0.0,1
90,4.0,0,88,0.0,1
90,4.0,1,99,0.0,1
90,4.0,2,53,0.0,1
90,4.0,3,101,0.0,1
90,4.0,4,94,0.0,1
90,6.0,0,88,0.0,1
90,6.0,1,99,0.0,1
90,6.0,2,53,0.0,1
90,6.0,3,101,0.0,1
90,6.0,4,94,0.0,1
90,8.0,0,88,0.0,1
90,8.0,1,99,0.0,1
90,8.0,2,53,0.0,1
90,8.0,3,101,0.0,1
90,8.0,4,94,0.0,1
90,10.0,0,88,0.0,1
90,10.0,1,99,0.0,1
90,10.0,2,53,0.0,1
90,10.0,3,101,0.0,1
90,10.0,4,94,0.0,1
90,12.0,0,88,0.0,1
90,12.0,1,99,0.0,1
90,12.0,2,53,0.0,1
90,12.0,3,101,0.0,1
90,12.0,4,94,0.0,1
90,14.0,0,88,0.0,1
90,14.0,1,99,0.0,1
90,14.0,2,53,0.0,1
90,14.0,3,101,0.0,1
90,14.0,4,94,0.0,1
90,16.0,0,88,0.48,1
90,16.0,1,99,0.0,1
90,16.0,2,53,0.0,1
90,16.0,3,101,0.0,1
90,16.0,4,94,0.99,1
90,18.0,0,87,0.923,1
90,18.0,1,99,0.0,1
90,18.0,2,53,0.0,1
90,18.0,3,101,0.0,1
90,18.0,4,94,0.987,1
90,20.0,0,87,0.592,1
90,20.0,1,99,0.0,1
90,20.0,2,53,0.0,1
90,20.0,3,101,0.0,1
90,20.0,4,94,0.937,1
90,22.0,0,87,0.999,1
90,22.0,1,99,0.0,1
90,22.0,2,53,0.0,1
90,22.0,3,101,0.0,1
90,22.0,4,94,0.985,1
90,24.0,0,87,0.998,1
90,24.0,1,99,0.0,1
90,24.0,2,53,0.0,1
90,24.0,3,101,0.0,1
90,24.0,4,93,0.931,1
90,26.0,0,87,1.0,1
90,26.0,1,99,0.0,1
90,26.0,2,53,0.0,1
90,26.0,3,101,0.0,1
90,26.0,4,93,0.984,1
90,28.0,0,88,1.0,1
90,28.0,1,99,0.0,1
90,28.0,2,53,0.0,1
90,28.0,3,101,0.0,1
90,28.0,4,89,0.755,1
90,30.0,0,90,1.0,1
90,30.0,1,99,0.0,1
90,30.0,2,53,0.0,1
90,30.0,3,101,0.0,1
90,30.0,4,89,0.792,1
90,32.0,0,94,1.0,1
90,32.0,1,99,0.0,1
90,32.0,2,53,0.0,1
90,32.0,3,101,0.0,1
90,32.0,4,89,0.997,1
90,34.0,0,95,0.474,1
90,34.0,1,99,0.0,1
90,34.0,2,53,0.0,1
90,34.0,3,101,0.0,1
90,34.0,4,89,0.964,1
90,35.99,0,95,0.753,1
90,35.99,1,99,0.0,1
90,35.99,2,53,0.0,1
90,35.99,3,101,0.0,1
90,35.99,4,87,0.994,1
90,37.99,0,95,0.991,1
90,37.99,1,99,0.0,1
90,37.99,2,53,0.0,1
90,37.99,3,101,0.0,1
90,37.99,4,84,0.713,1
90,39.99,0,94,0.998,1
90,39.99,1,99,0.0,1
90,39.99,2,53,0.0,1
90,39.99,3,101,0.0,1
90,39.99,4,83,0.728,1
90,41.99,0,94,1.0,1
90,41.99,1,99,0.0,1
90,41.99,2,53,0.0,1
90,41.99,3,101,0.0,1
90,41.99,4,80,0.98,1
90,43.99,0,94,1.0,1
90,43.99,1,99,0.0,1
90,43.99,2,53,0.0,1
90,43.99,3,101,0.0,1
90,43.99,4,78,1.0,1
90,45.99,0,94,0.796,1
90,45.99,1,99,0.0,1
90,45.99,2,53,0.0,1
90,45.99,3,101,0.0,1
90,45.99,4,78,1.0,1
90,47.99,0,93,1.0,1
90,47.99,1,99,0.0,1
90,47.99,2,53,0.0,1
90,47.99,3,101,0.0,1
90,47.99,4,78,0.366,1
90,49.99,0,93,1.0,1
90,49.99,1,99,0.0,1
90,49.99,2,53,0.0,1
90,49.99,3,101,0.0,1
90,49.99,4,78,0.99,1
90,51.99,0,93,0.0,1
90,51.99,1,99,0.0,1
90,51.99,2,53,0.0,1
90,51.99,3,101,0.0,1
90,51.99,4,77,0.995,1
90,53.99,0,93,1.0,1
90,53.99,1,99,0.0,1
90,53.99,2,53,0.0,1
90,53.99,3,101,0.0,1
90,53.99,4,77,0.999,1
90,55.99,0,93,1.0,1
90,55.99,1,99,0.0,1
90,55.99,2,53,0.0,1
90,55.99,3,101,0.0,1
90,55.99,4,77,1.0,1
90,57.99,0,92,0.991,1
90,57.99,1,99,0.0,1
90,57.99,2,53,0.0,1
90,57.99,3,101,0.0,1
90,57.99,4,77,0.999,1
90,59.99,0,92,0.0,1
90,59.99,1,99,0.0,1
90,59.99,2,53,0.0,1
90,59.99,3,101,0.0,1
90,59.99,4,77,0.996,1
90,61.99,0,92,0.999,1
90,61.99,1,99,0.0,1
90,61.99,2,53,0.0,1
90,61.99,3,101,0.0,1
90,61.99,4,77,1.0,1
90,63.99,0,92,0.999,1
90,63.99,1,99,0.0,1
90,63.99,2,53,0.0,1
90,63.99,3,101,0.0,1
90,63.99,4,77,0.989,1
90,65.99,0,93,1.0,1
90,65.99,1,99,0.0,1
90,65.99,2,53,0.0,1
90,65.99,3,101,0.0,1
90,65.99,4,78,0.999,1
90,67.99,0,93,0.999,1
90,67.99,1,99,0.0,1
90,67.99,2,53,0.0,1
90,67.99,3,101,0.0,1
90,67.99,4,80,0.933,1
90,69.99,0,93,1.0,1
90,69.99,1,99,0.0,1
90,69.99,2,53,0.0,1
90,69.99,3,101,0.0,1
90,69.99,4,80,0.0,1
90,71.99,0,92,0.92,1
90,71.99,1,99,0.0,1
90,71.99,2,53,0.0,1
90,71.99,3,101,0.0,1
90,71.99,4,80,0.978,1
90,73.99,0,90,0.992,1
90,73.99,1,99,0.0,1
90,73.99,2,53,0.0,1
90,73.99,3,101,0.0,1
90,73.99,4,80,0.593,1
90,75.99,0,90,1.0,1
90,75.99,1,99,0.0,1
90,75.99,2,53,0.0,1
90,75.99,3,101,0.0,1
90,75.99,4,80,0.0,1
90,77.99,0,89,1.0,1
90,77.99,1,99,0.0,1
90,77.99,2,53,0.0,1
90,77.99,3,101,0.0,1
90,77.99,4,79,0.999,1
90,79.99,0,89,1.0,1
90,79.99,1,99,0.0,1
90,79.99,2,53,0.0,1
90,79.99,3,101,0.0,1
90,79.99,4,79,0.0,1
90,81.99,0,89,1.0,1
90,81.99,1,99,0.0,1
90,81.99,2,53,0.0,1
90,81.99,3,101,0.0,1
90,81.99,4,78,0.666,1
90,83.99,0,89,0.996,1
90,83.99,1,99,0.0,1
90,83.99,2,53,0.0,1
90,83.99,3,101,0.0,1
90,83.99,4,77,1.0,1
90,85.99,0,89,0.0,1
90,85.99,1,99,0.0,1
90,85.99,2,53,0.0,1
90,85.99,3,101,0.0,1
90,85.99,4,76,0.999,1
90,87.99,0,89,1.0,1
90,87.99,1,99,0.0,1
90,87.99,2,53,0.0,1
90,87.99,3,101,0.0,1
90,87.99,4,76,0.993,1
90,89.99,0,89,1.0,1
90,89.99,1,99,0.0,1
90,89.99,2,53,0.0,1
90,89.99,3,101,0.0,1
90,89.99,4,75,0.932,1
90,91.99,0,89,0.999,1
90,91.99,1,99,0.0,1
90,91.99,2,53,0.0,1
90,91.99,3,101,0.0,1
90,91.99,4,75,0.0,1
90,93.99,0,90,1.0,1
90,93.99,1,99,0.0,1
90,93.99,2,53,0.0,1
90,93.99,3,101,0.0,1
90,93.99,4,75,0.0,1
90,95.99,0,90,1.0,1
90,95.99,1,99,0.0,1
90,95.99,2,53,0.0,1
90,95.99,3,101,0.0,1
90,95.99,4,75,0.84,1
90,97.99,0,91,1.0,1
90,97.99,1,99,0.0,1
90,97.99,2,53,0.0,1
90,97.99,3,101,0.0,1
90,97.99,4,75,0.932,1
90,99.99,0,91,0.999,1
90,99.99,1,99,0.0,1
90,99.99,2,53,0.0,1
90,99.99,3,101,0.0,1
90,99.99,4,75,0.978,1
90,101.99,0,91,0.998,1
90,101.99,1,99,0.0,1
90,101.99,2,53,0.0,1
90,101.99,3,101,0.0,1
90,101.99,4,74,0.717,1
90,103.99,0,91,1.0,1
90,103.99,1,99,0.0,1
90,103.99,2,53,0.0,1
90,103.99,3,101,0.0,1
90,103.99,4,73,0.814,1
90,105.98,0,90,1.0,1
90,105.98,1,99,0.0,1
90,105.98,2,53,0.0,1
90,105.98,3,101,0.0,1
90,105.98,4,73,0.801,1
90,107.98,0,90,1.0,1
90,107.98,1,99,0.0,1
90,107.98,2,53,0.0,1
90,107.98,3,101,0.0,1
90,107.98,4,71,0.973,1
90,109.98,0,90,0.0,1
90,109.98,1,99,0.0,1
90,109.98,2,53,0.0,1
90,109.98,3,101,0.0,1
90,109.98,4,71,0.996,1
90,111.98,0,90,1.0,1
90,111.98,1,99,0.0,1
90,111.98,2,53,0.0,1
90,111.98,3,101,0.0,1
90,111.98,4,71,0.526,1
90,113.98,0,90,0.0,1
90,113.98,1,99,0.0,1
90,113.98,2,53,0.0,1
90,113.98,3,101,0.0,1
90,113.98,4,71,0.99,1
90,115.98,0,90,0.0,1
90,115.98,1,99,0.0,1
90,115.98,2,53,0.0,1
90,115.98,3,101,0.0,1
90,115.98,4,71,0.702,1
90,117.98,0,91,1.0,1
90,117.98,1,99,0.0,1
90,117.98,2,53,0.0,1
90,117.98,3,101,0.0,1
90,117.98,4,71,0.997,1
90,119.98,0,92,0.978,1
90,119.98,1,99,0.0,1
90,119.98,2,53,0.0,1
90,119.98,3,101,0.0,1
90,119.98,4,71,0.988,1
90,121.98,0,92,1.0,1
90,121.98,1,99,0.0,1
90,121.98,2,53,0.0,1
90,121.98,3,101,0.0,1
90,121.98,4,79,0.83,1
90,123.98,0,92,0.998,1
90,123.98,1,99,0.0,1
90,123.98,2,53,0.022,1
90,123.98,3,101,0.0,1
90,123.98,4,79,0.861,1
90,125.98,0,92,0.0,1
90,125.98,1,99,0.0,1
90,125.98,2,53,0.0,1
90,125.98,3,101,0.0,1
90,125.98,4,79,0.9,1
90,127.98,0,92,0.996,1
90,127.98,1,99,0.0,1
90,127.98,2,53,0.0,1
90,127.98,3,101,0.0,1
90,127.98,4,79,0.0,1
90,129.98,0,92,0.999,1
90,129.98,1,99,0.0,1
90,129.98,2,53,0.0,1
90,129.98,3,101,0.0,1
90,129.98,4,70,0.691,1
90,131.98,0,92,0.99,1
90,131.98,1,99,0.0,1
90,131.98,2,53,0.0,1
90,131.98,3,101,0.0,1
90,131.98,4,70,0.0,1
90,133.98,0,90,1.0,1
90,133.98,1,99,0.0,1
90,133.98,2,53,0.0,1
90,133.98,3,101,0.0,1
90,133.98,4,70,0.0,1
90,135.98,0,89,0.999,1
90,135.98,1,99,0.0,1
90,135.98,2,53,0.0,1
90,135.98,3,101,0.0,1
90,135.98,4,70,0.0,1
90,137.98,0,88,0.897,1
90,137.98,1,99,0.0,1
90,137.98,2,53,0.0,1
90,137.98,3,101,0.0,1
90,137.98,4,70,0.0,1
90,139.98,0,87,1.0,1
90,139.98,1,99,0.0,1
90,139.98,2,53,0.0,1
90,139.98,3,101,0.0,1
90,139.98,4,70,0.0,1
90,141.98,0,87,0.943,1
90,141.98,1,99,0.0,1
90,141.98,2,53,0.0,1
90,141.98,3,101,0.0,1
90,141.98,4,70,0.0,1
90,143.98,0,87,1.0,1
90,143.98,1,99,0.0,1
90,143.98,2,53,0.0,1
90,143.98,3,101,0.0,1
90,143.98,4,70,0.0,1
90,145.98,0,86,0.641,1
90,145.98,1,99,0.0,1
90,145.98,2,53,0.0,1
90,145.98,3,101,0.0,1
90,145.98,4,70,0.0,1
90,147.98,0,86,1.0,1
90,147.98,1,99,0.0,1
90,147.98,2,53,0.0,1
90,147.98,3,101,0.0,1
90,147.98,4,73,0.959,1
90,149.98,0,84,0.894,1
90,149.98,1,99,0.014,1
90,149.98,2,53,0.0,1
90,149.98,3,101,0.0,1
90,149.98,4,73,0.959,1
90,151.98,0,84,0.996,1
90,151.98,1,99,0.0,1
90,151.98,2,53,0.0,1
90,151.98,3,101,0.0,1
90,151.98,4,73,0.721,1
90,153.98,0,84,0.999,1
90,153.98,1,99,0.0,1
90,153.98,2,53,0.0,1
90,153.98,3,101,0.0,1
90,153.98,4,73,0.31,1
90,155.98,0,84,1.0,1
90,155.98,1,99,0.0,1
90,155.98,2,53,0.0,1
90,155.98,3,101,0.0,1
90,155.98,4,73,0.455,1
90,157.98,0,85,0.975,1
90,157.98,1,99,0.0,1
90,157.98,2,53,0.0,1
90,157.98,3,101,0.0,1
90,157.98,4,73,0.676,1
90,159.98,0,87,0.654,1
90,159.98,1,99,0.0,1
90,159.98,2,53,0.0,1
90,159.98,3,101,0.0,1
90,159.98,4,73,0.611,1
90,161.98,0,87,1.0,1
90,161.98,1,99,0.0,1
90,161.98,2,53,0.0,1
90,161.98,3,101,0.0,1
90,161.98,4,73,0.822,1
90,163.98,0,88,1.0,1
90,163.98,1,99,0.0,1
90,163.98,2,53,0.0,1
90,163.98,3,101,0.0,1
90,163.98,4,73,0.908,1
90,165.98,0,88,0.0,1
90,165.98,1,99,0.0,1
90,165.98,2,53,0.0,1
90,165.98,3,101,0.0,1
90,165.98,4,73,0.967,1
90,167.98,0,90,1.0,1
90,167.98,1,99,0.0,1
90,167.98,2,53,0.0,1
90,167.98,3,101,0.0,1
90,167.98,4,73,0.966,1
90,169.98,0,90,1.0,1
90,169.98,1,99,0.0,1
90,169.98,2,53,0.0,1
90,169.98,3,101,0.0,1
90,169.98,4,73,0.943,1
90,171.98,0,90,1.0,1
90,171.98,1,99,0.0,1
90,171.98,2,53,0.0,1
90,171.98,3,101,0.0,1
90,171.98,4,73,0.876,1
90,173.98,0,90,0.998,1
90,173.98,1,99,0.0,1
90,173.98,2,53,0.0,1
90,173.98,3,101,0.0,1
90,173.98,4,73,0.0,1
90,175.97,0,88,1.0,1
90,175.97,1,99,0.0,1
90,175.97,2,53,0.0,1
90,175.97,3,101,0.0,1
90,175.97,4,79,0.854,1
90,177.97,0,88,0.965,1
90,177.97,1,99,0.0,1
90,177.97,2,53,0.0,1
90,177.97,3,101,0.0,1
90,177.97,4,79,0.754,1
90,179.97,0,87,1.0,1
90,179.97,1,99,0.0,1
90,179.97,2,53,0.0,1
90,179.97,3,101,0.0,1
90,179.97,4,79,0.0,1
90,181.97,0,87,0.999,1
90,181.97,1,99,0.0,1
90,181.97,2,53,0.0,1
90,181.97,3,101,0.0,1
90,181.97,4,74,0.793,1
90,183.97,0,87,1.0,1
90,183.97,1,99,0.0,1
90,183.97,2,53,0.0,1
90,183.97,3,101,0.0,1
90,183.97,4,74,0.806,1
90,185.97,0,87,0.0,1
90,185.97,1,99,0.0,1
90,185.97,2,53,0.0,1
90,185.97,3,101,0.0,1
90,185.97,4,74,0.0,1
90,187.97,0,87,0.0,1
90,187.97,1,99,0.0,1
90,187.97,2,53,0.0,1
90,187.97,3,101,0.0,1
90,187.97,4,74,0.0,1
90,189.97,0,87,1.0,1
90,189.97,1,99,0.0,1
90,189.97,2,53,0.0,1
90,189.97,3,101,0.0,1
90,189.97,4,74,0.0,1
90,191.97,0,89,1.0,1
90,191.97,1,99,0.0,1
90,191.97,2,53,0.0,1
90,191.97,3,101,0.0,1
90,191.97,4,74,0.0,1
90,193.97,0,92,0.998,1
90,193.97,1,99,0.0,1
90,193.97,2,53,0.0,1
90,193.97,3,101,0.0,1
90,193.97,4,74,0.0,1
90,195.97,0,92,0.0,1
90,195.97,1,99,0.0,1
90,195.97,2,53,0.0,1
90,195.97,3,101,0.0,1
90,195.97,4,74,0.941,1
90,197.97,0,92,1.0,1
90,197.97,1,99,0.0,1
90,197.97,2,53,0.0,1
90,197.97,3,101,0.0,1
90,197.97,4,74,0.563,1
90,199.97,0,92,0.999,1
90,199.97,1,99,0.0,1
90,199.97,2,53,0.0,1
90,199.97,3,101,0.0,1
90,199.97,4,71,0.99,1
90,201.97,0,92,0.999,1
90,201.97,1,99,0.0,1
90,201.97,2,53,0.0,1
90,201.97,3,101,0.0,1
90,201.97,4,71,0.835,1
90,203.97,0,92,0.999,1
90,203.97,1,99,0.0,1
90,203.97,2,53,0.0,1
90,203.97,3,101,0.0,1
90,203.97,4,71,0.75,1
90,205.97,0,92,1.0,1
90,205.97,1,99,0.0,1
90,205.97,2,53,0.0,1
90,205.97,3,101,0.0,1
90,205.97,4,71,0.993,1
90,207.97,0,92,1.0,1
90,207.97,1,99,0.0,1
90,207.97,2,53,0.0,1
90,207.97,3,101,0.0,1
90,207.97,4,71,0.993,1
90,209.97,0,92,0.997,1
90,209.97,1,99,0.0,1
90,209.97,2,53,0.0,1
90,209.97,3,101,0.0,1
90,209.97,4,74,0.763,1
90,211.97,0,92,0.99,1
90,211.97,1,99,0.0,1
90,211.97,2,53,0.019,1
90,211.97,3,101,0.0,1
90,211.97,4,74,0.954,1
90,213.97,0,92,0.982,1
90,213.97,1,99,0.0,1
90,213.97,2,53,0.0,1
90,213.97,3,101,0.0,1
90,213.97,4,75,0.998,1
90,215.97,0,93,1.0,1
90,215.97,1,99,0.0,1
90,215.97,2,53,0.0,1
90,215.97,3,101,0.0,1
90,215.97,4,75,0.977,1
90,217.97,0,93,0.998,1
90,217.97,1,99,0.0,1
90,217.97,2,53,0.0,1
90,217.97,3,101,0.0,1
90,217.97,4,76,0.752,1
90,219.97,0,93,1.0,1
90,219.97,1,99,0.0,1
90,219.97,2,53,0.0,1
90,219.97,3,101,0.0,1
90,219.97,4,77,0.991,1
90,221.97,0,92,0.998,1
90,221.97,1,99,0.0,1
90,221.97,2,53,0.0,1
90,221.97,3,101,0.0,1
90,221.97,4,77,0.999,1
90,223.97,0,92,0.997,1
90,223.97,1,99,0.0,1
90,223.97,2,53,0.0,1
90,223.97,3,101,0.0,1
90,223.97,4,77,0.0,1
90,225.97,0,91,1.0,1
90,225.97,1,99,0.0,1
90,225.97,2,53,0.0,1
90,225.97,3,101,0.0,1
90,225.97,4,77,0.607,1
90,227.97,0,91,0.0,1
90,227.97,1,99,0.0,1
90,227.97,2,53,0.0,1
90,227.97,3,101,0.0,1
90,227.97,4,77,0.0,1
90,229.97,0,90,1.0,1
90,229.97,1,99,0.0,1
90,229.97,2,53,0.0,1
90,229.97,3,101,0.0,1
90,229.97,4,77,0.943,1
90,231.97,0,88,0.999,1
90,231.97,1,99,0.0,1
90,231.97,2,53,0.0,1
90,231.97,3,101,0.0,1
90,231.97,4,77,0.996,1
90,233.97,0,87,1.0,1
90,233.97,1,99,0.0,1
90,233.97,2,53,0.0,1
90,233.97,3,101,0.0,1
90,233.97,4,77,0.998,1
90,235.97,0,86,0.968,1
90,235.97,1,99,0.0,1
90,235.97,2,53,0.0,1
90,235.97,3,101,0.0,1
90,235.97,4,77,0.999,1
90,237.97,0,86,0.977,1
90,237.97,1,99,0.0,1
90,237.97,2,53,0.0,1
90,237.97,3,101,0.0,1
90,237.97,4,77,0.993,1
90,239.97,0,86,1.0,1
90,239.97,1,99,0.0,1
90,239.97,2,53,0.0,1
90,239.97,3,101,0.0,1
90,239.97,4,76,0.985,1
90,241.97,0,86,0.0,1
90,241.97,1,99,0.0,1
90,241.97,2,53,0.0,1
90,241.97,3,101,0.0,1
90,241.97,4,76,0.0,1
90,243.97,0,87,0.986,1
90,243.97,1,99,0.0,1
90,243.97,2,53,0.0,1
90,243.97,3,101,0.0,1
90,243.97,4,75,0.893,1
90,245.96,0,87,0.591,1
90,245.96,1,99,0.0,1
90,245.96,2,53,0.0,1
90,245.96,3,101,0.0,1
90,245.96,4,75,0.934,1
90,247.96,0,89,0.97,1
90,247.96,1,99,0.0,1
90,247.96,2,53,0.0,1
90,247.96,3,101,0.0,1
90,247.96,4,75,0.943,1
90,249.96,0,90,1.0,1
90,249.96,1,99,0.0,1
90,249.96,2,53,0.0,1
90,249.96,3,101,0.0,1
90,249.96,4,75,0.951,1
90,251.96,0,90,1.0,1
90,251.96,1,99,0.0,1
90,251.96,2,53,0.0,1
90,251.96,3,101,0.0,1
90,251.96,4,75,0.0,1
90,253.96,0,90,1.0,1
90,253.96,1,99,0.0,1
90,253.96,2,53,0.0,1
90,253.96,3,101,0.0,1
90,253.96,4,75,0.738,1
90,255.96,0,91,1.0,1
90,255.96,1,99,0.0,1
90,255.96,2,53,0.0,1
90,255.96,3,101,0.0,1
90,255.96,4,75,0.661,1
90,257.96,0,92,0.991,1
90,257.96,1,99,0.0,1
90,257.96,2,53,0.0,1
90,257.96,3,101,0.0,1
90,257.96,4,75,0.759,1
90,259.96,0,92,0.992,1
90,259.96,1,99,0.0,1
90,259.96,2,53,0.0,1
90,259.96,3,101,0.0,1
90,259.96,4,75,0.862,1
90,261.96,0,92,0.992,1
90,261.96,1,99,0.0,1
90,261.96,2,53,0.0,1
90,261.96,3,101,0.0,1
90,261.96,4,74,0.0,1
90,263.96,0,92,0.986,1
90,263.96,1,99,0.0,1
90,263.96,2,53,0.0,1
90,263.96,3,101,0.0,1
90,263.96,4,74,0.733,1
90,265.96,0,92,0.998,1
90,265.96,1,99,0.0,1
90,265.96,2,53,0.0,1
90,265.96,3,101,0.0,1
90,265.96,4,74,0.998,1
90,267.96,0,93,0.999,1
90,267.96,1,99,0.0,1
90,267.96,2,53,0.0,1
90,267.96,3,101,0.0,1
90,267.96,4,74,0.591,1
90,269.96,0,93,0.594,1
90,269.96,1,99,0.0,1
90,269.96,2,53,0.0,1
90,269.96,3,101,0.0,1
90,269.96,4,74,0.881,1
90,271.96,0,93,0.999,1
90,271.96,1,99,0.0,1
90,271.96,2,53,0.0,1
90,271.96,3,101,0.0,1
90,271.96,4,70,0.45,1
90,273.96,0,94,1.0,1
90,273.96,1,99,0.0,1
90,273.96,2,53,0.0,1
90,273.96,3,101,0.0,1
90,273.96,4,68,0.999,1
90,275.96,0,94,1.0,1
90,275.96,1,99,0.0,1
90,275.96,2,53,0.0,1
90,275.96,3,101,0.0,1
90,275.96,4,68,0.0,1
90,277.96,0,95,0.979,1
90,277.96,1,99,0.0,1
90,277.96,2,53,0.0,1
90,277.96,3,101,0.0,1
90,277.96,4,68,0.0,1
90,279.96,0,96,0.999,1
90,279.96,1,99,0.0,1
90,279.96,2,53,0.0,1
90,279.96,3,101,0.0,1
90,279.96,4,68,0.0,1
90,281.96,0,97,1.0,1
90,281.96,1,99,0.0,1
90,281.96,2,53,0.0,1
90,281.96,3,101,0.0,1
90,281.96,4,68,0.996,1
90,283.96,0,97,0.0,1
90,283.96,1,99,0.0,1
90,283.96,2,53,0.0,1
90,283.96,3,101,0.0,1
