fold,val_accuracy,val_macro_f1_present_classes,val_macro_f1_all_classes,best_epoch,best_val_accuracy_during_training,epochs_ran,train_images,val_images,train_groups,val_groups,missing_val_labels
1,0.99812382739212,0.9983678862183536,0.9983678862183536,16,0.998123824596405,26,806,533,"v02,v06,v08,v09,v12,v14,v21,v22","v04,v05,v15,v17,v20",
2,0.9592198581560284,0.9560228536674276,0.9560228536674276,9,0.9592198729515076,19,775,564,"v04,v05,v12,v14,v15,v17,v20,v21","v02,v06,v08,v09,v22",
3,0.9958677685950413,0.9981684981684982,0.8555729984301413,19,0.9958677887916565,29,1097,242,"v02,v04,v05,v06,v08,v09,v15,v17,v20,v22","v12,v14,v21",0_healthy
