clip_id,timestamp,raw_text,match_time_seconds
72,0.0,,
72,2.0,,
72,4.0,,
72,6.0,,
72,8.0,,
72,10.0,,
72,12.0,00:09,9
72,14.0,0:,
72,16.0,0:13,13
72,18.0,0:5,
72,20.0,0:17,17
72,22.0,0:19,19
72,24.0,0:1,
72,26.0,0:23,23
72,28.0,0:25,25
72,29.99,08:21,501
72,31.99,0:29,29
72,33.99,0:31,31
72,35.99,0:33,33
72,37.99,0:35,35
72,39.99,08:31,511
72,41.99,0:39,39
72,43.99,0:41,41
72,45.99,0:43,43
72,47.99,0:45,45
72,49.99,0:41,41
72,51.99,00:49,49
72,53.99,0:51,51
72,55.99,0:53,53
72,57.99,0:55,55
72,59.99,0:51,51
72,61.99,0:5,
72,63.99,8:01,481
72,65.99,0:03,3
72,67.99,0:05,5
72,69.99,8:7,
72,71.99,0:9,
72,73.99,8:,
72,75.99,0:3,
72,77.99,0:5,
72,79.99,8:,
72,81.99,8:18,498
72,83.99,8:21,501
72,85.99,0:23,23
72,87.98,0:25,25
72,89.98,8:2,
72,91.98,8:29,509
72,93.98,8:31,511
72,95.98,0:33,33
72,97.98,0:35,35
72,99.98,01:37,97
72,101.98,0:39,39
72,103.98,0:41,41
72,105.98,0:43,43
72,107.98,0:45,45
72,109.98,0:41,41
72,111.98,0:49,49
72,113.98,0:5,
72,115.98,0:53,53
72,117.98,8:55,535
72,119.98,8:5,
72,121.98,0:59,59
72,123.98,02:01,121
72,125.98,02:03,123
72,127.98,02:05,125
72,129.98,02:01,121
72,131.98,02:09,129
72,133.98,82:,
72,135.98,02:13,133
72,137.98,02:15,135
72,139.98,82:0,
72,141.98,02:18,138
72,143.97,02:21,141
72,145.97,02:23,143
72,147.97,02:25,145
72,149.97,02:21,141
72,151.97,02:29,149
72,153.97,8231,
72,155.97,0233,
72,157.97,02:35,155
72,159.97,0231,
72,161.97,02:39,159
72,163.97,02:41,161
72,165.97,02:43,163
72,167.97,02:45,165
72,169.97,02:41,161
72,171.97,02:48,168
72,173.97,82:51,
72,175.97,0253,
72,177.97,02:55,175
72,179.97,025,
72,181.97,02:59,179
72,183.97,03:8,
72,185.97,03:03,183
72,187.97,03:05,185
72,189.97,03:01,181
72,191.97,03:09,189
72,193.97,03:,
72,195.97,03:13,193
72,197.97,03:15,195
72,199.97,03:1,
72,201.96,03:19,199
72,203.96,03:21,201
72,205.96,03:23,203
72,207.96,03:25,205
72,209.96,03:1,
72,211.96,03:29,209
72,213.96,03:31,211
72,215.96,03:33,213
72,217.96,03:35,215
72,219.96,03:31,211
72,221.96,03:39,219
72,223.96,03:41,221
72,225.96,03:43,223
72,227.96,03:45,225
72,229.96,03:41,221
72,231.96,03:49,229
72,233.96,03:51,231
72,235.96,03:53,233
72,237.96,03:55,235
72,239.96,03:51,231
72,241.96,03:59,239
72,243.96,04:01,241
72,245.96,04:03,243
72,247.96,04:05,245
72,249.96,04:01,241
72,251.96,04:09,249
72,253.96,04:1,
72,255.96,04:3,
72,257.96,04:5,
72,259.95,04:7,
72,261.95,04:9,
72,263.95,04:21,261
72,265.95,0423,
72,267.95,0425,
72,269.95,0421,
72,271.95,04229,
72,273.95,0431,
72,275.95,04233,
72,277.95,04835,
72,279.95,04831,
72,281.95,04239,
72,283.95,04:41,281
72,285.95,04843,
72,287.95,04845,
72,289.95,04:41,281
72,291.95,04849,
72,293.95,04:51,291
72,295.95,043,
72,297.95,04855,
72,299.95,04851,
72,301.95,04858,
72,303.95,05:01,301
