clip_id,timestamp,raw_text,match_time_seconds
6,0.0,,
6,2.0,,
6,4.0,,
6,6.0,,
6,8.0,,
6,10.0,,
6,12.0,,
6,14.0,,
6,16.0,08:7,
6,18.0,00:19,19
6,20.0,0:21,21
6,22.0,00:23,23
6,24.0,08:25,505
6,26.0,0:21,21
6,28.0,0:29,29
6,30.0,8:31,511
6,32.0,00:33,33
6,34.0,0:35,35
6,36.0,00:31,31
6,38.0,0:38,38
6,40.0,08:41,521
6,42.0,00:43,43
6,44.0,00:45,45
6,46.0,00:41,41
6,48.0,00:49,49
6,50.0,08:51,531
6,52.0,00:53,53
6,54.0,055,
6,56.0,08:5,
6,58.0,08:59,539
6,60.0,0:81,
6,62.0,0:3,
6,64.0,0:05,5
6,66.0,0:07,7
6,68.0,0:89,
6,70.0,8:,
6,72.0,01:3,
6,74.0,8:5,
6,76.0,8:7,
6,78.0,0:9,
6,80.0,8:21,501
6,82.0,0:23,23
6,84.0,8:25,505
6,86.0,8:2,
6,88.0,0:29,29
6,90.0,8:31,511
6,92.0,0:33,33
6,94.0,0:35,35
6,96.0,01:37,97
6,98.0,0:39,39
6,100.0,0:41,41
6,102.0,01:43,103
6,104.0,01:45,105
6,106.0,01:41,101
6,108.0,01:49,109
6,110.0,0:5,
6,112.0,:53,
6,113.99,:55,
6,115.99,0:5,
6,117.99,8:59,539
6,119.99,02:01,121
6,121.99,02:03,123
6,123.99,82:05,
6,125.99,82:07,
6,127.99,02:09,129
6,129.99,82:,
6,131.99,02:13,133
6,133.99,02:5,
6,135.99,02:17,137
6,137.99,02:19,139
6,139.99,82:21,
6,141.99,0223,
6,143.99,0:25,25
6,145.99,02:21,141
6,147.99,0:29,29
6,149.99,02:31,151
6,151.99,02:33,153
6,153.99,02:35,155
6,155.99,02:31,151
6,157.99,02:39,159
6,159.99,02:41,161
6,161.99,02:43,163
6,163.99,02:45,165
6,165.99,02:41,161
6,167.99,02:49,169
6,169.99,82:51,
6,171.99,0:53,53
6,173.99,02:55,175
6,175.99,02:57,177
6,177.99,02:59,179
6,179.99,03:1,
6,181.99,03:03,183
6,183.99,03:05,185
6,185.99,03:7,
6,187.99,03:89,
6,189.99,03:,
6,191.99,03:13,193
6,193.99,03:15,195
6,195.99,03:17,197
6,197.99,03:19,199
6,199.99,03:21,201
6,201.99,03:23,203
6,203.99,03:25,205
6,205.99,03:21,201
6,207.99,03:29,209
6,209.99,03:31,211
6,211.99,03:33,213
6,213.99,03:35,215
6,215.99,03:3,
6,217.99,03:39,219
6,219.99,03:41,221
6,221.99,03:43,223
6,223.99,03:45,225
6,225.99,03:47,227
6,227.99,03:49,229
6,229.99,03:51,231
6,231.99,03:53,233
6,233.99,03:55,235
6,235.99,03:57,237
6,237.99,03:59,239
6,239.99,04:01,241
6,241.99,04:03,243
6,243.99,04:05,245
6,245.99,04:07,247
6,247.99,04:09,249
6,249.99,04:1,
6,251.99,04:3,
6,253.99,04:5,
6,255.99,04:7,
6,257.99,04:9,
6,259.99,04:1,
6,261.99,04:3,
6,263.99,04:5,
6,265.99,04:1,
6,267.99,04:29,269
6,269.99,04:1,
6,271.99,04:33,273
6,273.99,04:35,275
6,275.99,04:1,
6,277.99,04:39,279
6,279.99,04:41,281
6,281.99,04:43,283
6,283.99,04:45,285
6,285.99,0441,
6,287.99,04:49,289
6,289.99,04:51,291
6,291.99,04:53,293
6,293.99,04:55,295
6,295.99,04:57,297
6,297.99,04:59,299
6,299.99,05:01,301
6,301.99,05:03,303
6,303.99,05:05,305
6,305.99,05:07,307
6,307.99,05:09,309
6,309.99,05:,
6,311.99,05:3,
6,313.99,05:5,
6,315.99,05:7,
6,317.99,05:19,319
6,319.99,05:1,
6,321.99,0523,
6,323.99,05:25,325
6,325.99,05:21,321
6,327.99,05:29,329
