clip_id,timestamp,raw_text,match_time_seconds
026,0.0,,
026,2.0,,
026,4.0,,
026,6.0,,
026,8.0,,
026,10.0,08:0,
026,12.0,0:12,12
026,14.0,00:14,14
026,16.0,08:16,496
026,18.0,08:18,498
026,20.0,0:20,20
026,22.0,0:22,22
026,24.0,0:24,24
026,26.0,0:26,26
026,28.0,00:28,28
026,30.0,0:30,30
026,32.0,00:32,32
026,34.0,00:34,34
026,36.0,00:36,36
026,38.0,00:38,38
026,40.0,0:40,40
026,42.0,08:42,522
026,44.0,00:44,44
026,46.0,00:46,46
026,48.0,00:48,48
026,50.0,08:50,530
026,52.0,0:52,52
026,54.0,00:54,54
026,56.0,0:56,56
026,58.0,0:58,58
026,60.0,0:80,
026,62.0,0:82,
026,64.0,01:04,64
026,66.0,0:06,6
026,68.0,0:8,
026,70.0,8:0,
026,72.0,8:2,
026,74.0,01:4,
026,76.0,01:76,
026,78.0,01:18,78
026,80.0,8:20,500
026,82.0,8:22,502
026,84.0,01:24,84
026,86.0,0:26,26
026,88.0,0:28,28
026,90.0,8:30,510
026,92.0,8:32,512
026,94.0,01:34,94
026,96.0,0:36,36
026,98.0,0:38,38
026,100.0,01:40,100
026,102.0,0:42,42
026,104.0,01:44,104
026,106.0,01:46,106
026,108.0,01:48,108
026,110.0,0:58,58
026,112.0,0:2,
026,114.0,01:54,114
026,116.0,0:56,56
026,118.0,0:58,58
026,120.0,02:0,
026,122.0,02:02,122
026,124.0,02:04,124
026,126.0,02:06,126
026,128.0,0:08,8
026,130.0,02:10,130
026,132.0,82:2,
026,134.0,02:14,134
026,136.0,02:16,136
026,138.0,02:18,138
026,140.0,02:20,140
026,142.0,02:22,142
026,144.0,02:24,144
026,146.0,02:26,146
026,148.0,02:28,148
026,150.0,82:30,
026,152.0,02:32,152
026,154.0,02:34,154
026,156.0,02:36,156
026,158.0,02:38,158
026,160.0,02:40,160
026,162.0,02:42,162
026,164.0,02:44,164
026,166.0,02:46,166
026,168.0,02:48,168
026,170.0,0:50,50
026,172.0,82:52,
026,174.0,02:54,174
026,176.0,02:56,176
026,178.0,02:58,178
026,180.0,03:00,180
026,182.0,03:82,
026,184.0,03:04,184
026,186.0,03:06,186
026,188.0,03:08,188
026,190.0,03:10,190
026,192.0,03:12,192
026,194.0,03:14,194
026,196.0,03:16,196
026,198.0,03:18,198
026,200.0,03:20,200
026,202.0,03:22,202
026,204.0,03:24,204
026,206.0,03:26,206
026,208.0,03:28,208
026,210.0,03:30,210
026,212.0,03:32,212
026,214.0,03:34,214
026,216.0,03:36,216
026,218.0,03:38,218
026,220.0,03:40,220
026,222.0,03:42,222
026,224.0,03:44,224
026,226.0,03:46,226
026,228.0,03:48,228
026,230.0,03:50,230
026,232.0,03:52,232
026,234.0,03:54,234
026,236.0,03:56,236
026,238.0,03:58,238
026,240.0,04:00,240
026,242.0,04:02,242
026,244.0,04:04,244
026,246.0,04:06,246
026,248.0,04:08,248
026,250.0,04:0,
026,252.0,04:2,
026,254.0,04:4,
026,256.0,04:16,256
026,258.0,04:18,258
026,260.0,04:20,260
026,262.0,04:22,262
026,264.0,04:4,
026,266.0,04:26,266
026,268.0,04:28,268
026,270.0,04:30,270
026,272.0,04:32,272
026,274.0,04:4,
026,276.0,04:36,276
026,278.0,04:38,278
026,280.0,04:40,280
026,282.0,04:42,282
026,284.0,04:44,284
026,286.0,04:46,286
026,288.0,04:48,288
026,290.0,04:50,290
026,292.0,04:52,292
026,294.0,04:54,294
026,296.0,04:56,296
026,298.0,04:58,298
026,300.0,05:00,300
026,302.0,05:82,
026,304.0,05:04,304
026,306.0,05:06,306
026,308.0,05:08,308
026,310.0,05:10,310
026,312.0,05:2,
026,314.0,05:14,314
026,316.0,05:16,316
026,318.0,05:18,318
026,320.0,05:20,320
026,322.0,05:22,322
026,324.0,05:24,324
026,326.0,05:26,326
026,328.0,05:28,328
026,330.0,05:30,330
026,332.0,05:32,332
026,334.0,05:34,334
026,336.0,05:36,336
026,338.0,05:38,338
026,340.0,05:40,340
026,342.0,05:42,342
026,344.0,05:44,344
026,346.0,05:46,346
026,348.0,05:48,348
026,350.0,05:50,350
026,352.0,05:52,352
026,354.0,05:54,354
026,356.0,05:56,356
026,358.0,05:58,358
026,360.0,06:80,
026,362.0,06:82,
026,364.0,06:04,364
026,366.0,06:06,366
026,368.0,06:08,368
026,370.0,06:10,370
026,372.0,06:12,372
026,374.0,06:14,374
026,376.0,06:16,376
026,378.0,06:18,378
026,380.0,06:20,380
026,382.0,06:22,382
026,384.0,06:24,384
026,386.0,06:26,386
026,388.0,06:28,388
026,390.0,06:30,390
026,392.0,06:32,392
026,394.0,06:34,394
026,396.0,06:36,396
026,398.0,06:38,398
026,400.0,06:40,400
026,402.0,06:42,402
026,404.0,06:44,404
026,406.0,06:46,406
026,408.0,06:48,408
026,410.0,06:50,410
