clip_id,timestamp,raw_text,match_time_seconds
20,0.0,0:33,33
20,2.0,0:35,35
20,4.0,0:3,
20,6.0,0:39,39
20,8.0,08:41,521
20,10.0,00:43,43
20,12.0,00:45,45
20,14.0,00:47,47
20,16.0,0:49,49
20,18.0,0:51,51
20,20.0,00:53,53
20,22.0,08:55,535
20,24.0,0:57,57
20,26.0,0:59,59
20,28.0,8:01,481
20,30.0,0:03,3
20,32.0,0:5,
20,34.0,0:87,
20,36.0,0:9,
20,38.0,8:,
20,40.0,0:3,
20,42.0,0:5,
20,44.0,0:7,
20,46.0,01:9,
20,48.0,8:21,501
20,50.0,01:23,83
20,52.0,0:25,25
20,54.0,8:27,507
20,56.0,0:29,29
20,58.0,8:31,511
20,60.0,01:33,93
20,62.0,8:35,515
20,64.0,0:3,
20,66.0,0:39,39
20,68.0,0:41,41
20,70.0,0:43,43
20,72.0,01:45,105
20,74.0,01:47,107
20,76.0,01:49,109
20,78.0,8:5,
20,80.0,0:53,53
20,81.99,0:55,55
20,83.99,0:5,
20,85.99,0:59,59
20,87.99,8:01,481
20,89.99,82:03,
20,91.99,0:05,5
20,93.99,82:07,
20,95.99,02:09,129
20,97.99,82:,
20,99.99,02:13,133
20,101.99,02:15,135
20,103.99,02:17,137
20,105.99,02:19,139
20,107.99,0:21,21
20,109.99,0223,
20,111.99,02:25,145
20,113.99,02:21,141
20,115.99,02:29,149
20,117.99,82:31,
20,119.99,0:33,33
20,121.99,0:35,35
20,123.99,02:31,151
20,125.99,02:39,159
20,127.99,02:41,161
20,129.99,02:43,163
20,131.99,02:45,165
20,133.99,02:41,161
20,135.99,02:49,169
20,137.99,82:51,
20,139.99,02:53,173
20,141.99,0:55,55
20,143.99,025,
20,145.99,0:59,59
20,147.99,03:81,
20,149.99,03:03,183
20,151.99,03:05,185
20,153.99,03:87,
20,155.99,03:89,
20,157.99,03:,
20,159.99,03:3,
20,161.99,03:15,195
20,163.99,03:7,
20,165.99,03:18,198
20,167.99,03:21,201
20,169.99,03:23,203
20,171.99,03:25,205
20,173.99,03:21,201
20,175.99,03:29,209
20,177.99,03:31,211
20,179.99,03:33,213
20,181.99,03:35,215
20,183.99,03:31,211
20,185.99,03:39,219
20,187.99,03:41,221
20,189.99,03:43,223
20,191.99,03:45,225
20,193.99,03:47,227
20,195.99,03:49,229
20,197.99,03:51,231
20,199.99,03:53,233
20,201.99,03:55,235
20,203.99,03:5,
20,205.99,03:59,239
20,207.99,04:81,
20,209.99,04:03,243
20,211.99,04:05,245
20,213.99,04:07,247
20,215.99,04:09,249
20,217.99,041,
20,219.99,04:3,
20,221.99,04:5,
20,223.99,047,
20,225.99,04:19,259
20,227.99,041,
20,229.99,04:3,
20,231.99,04:5,
20,233.99,04:1,
20,235.99,04:29,269
20,237.99,04:31,271
20,239.99,0433,
20,241.98,04:5,
20,243.98,04:7,
20,245.98,04:39,279
20,247.98,04:41,281
20,249.98,04:43,283
20,251.98,04:45,285
20,253.98,04:41,281
20,255.98,04:49,289
20,257.98,04:51,291
20,259.98,04:53,293
20,261.98,04:55,295
20,263.98,04:57,297
20,265.98,04:59,299
20,267.98,05:81,
20,269.98,05:03,303
20,271.98,05:05,305
20,273.98,05:07,307
20,275.98,05:09,309
20,277.98,05:,
20,279.98,05:13,313
20,281.98,05:5,
20,283.98,05:,
20,285.98,05:19,319
20,287.98,05:21,321
20,289.98,0523,
20,291.98,05:25,325
20,293.98,05:21,321
20,295.98,05:29,329
20,297.98,05:31,331
20,299.98,05:33,333
20,301.98,05:35,335
20,303.98,0537,
20,305.98,05:39,339
20,307.98,05:41,341
20,309.98,05:43,343
20,311.98,05:45,345
20,313.98,05:41,341
20,315.98,05:49,349
20,317.98,05:51,351
20,319.98,05:53,353
20,321.98,05:55,355
20,323.98,05:57,357
20,325.98,05:59,359
20,327.98,06:81,
20,329.98,06:03,363
20,331.98,06:05,365
20,333.98,06:07,367
20,335.98,06:09,369
20,337.98,06:,
20,339.98,06:13,373
20,341.98,06:15,375
20,343.98,0617,
20,345.98,06:19,379
20,347.98,06:21,381
20,349.98,06:23,383
20,351.98,06:25,385
20,353.98,0621,
20,355.98,06:29,389
20,357.98,06:31,391
20,359.98,06:33,393
20,361.98,06:35,395
20,363.98,06:31,391
20,365.98,06:39,399
20,367.98,06:41,401
20,369.98,06:43,403
20,371.98,06:45,405
20,373.98,06:41,401
20,375.98,06:49,409
20,377.98,06:51,411
20,379.98,06:53,413
20,381.98,06:55,415
20,383.98,06:57,417
20,385.98,06:59,419
20,387.98,0:81,
20,389.98,01:03,63
20,391.98,0:05,5
20,393.98,0:0,
20,395.98,0:09,9
20,397.98,0:,
20,399.98,07:3,
20,401.98,0:5,
20,403.97,8:,
20,405.97,01:19,79
20,407.97,8:21,501
20,409.97,01:3,
20,411.97,0:5,
20,413.97,0:2,
20,415.97,029,
20,417.97,0:1,
20,419.97,01:3,
20,421.97,0:5,
20,423.97,,
20,425.97,,
20,427.97,,
