clip_id,timestamp,raw_text,match_time_seconds
4,0.0,,
4,2.0,,
4,4.0,00:33,33
4,6.0,08:35,515
4,8.0,00:37,37
4,10.0,0:39,39
4,12.0,08:41,521
4,14.0,00:43,43
4,16.0,08:45,525
4,18.0,0:47,47
4,20.0,00:49,49
4,22.0,0:51,51
4,24.0,0:53,53
4,26.0,0:55,55
4,28.0,08:5,
4,30.0,0:59,59
4,32.0,0:8,
4,34.0,0:03,3
4,36.0,0:05,5
4,38.0,0:07,7
4,40.0,0:09,9
4,42.0,0:,
4,44.0,0:3,
4,46.0,8:5,
4,48.0,0:,
4,50.0,0:9,
4,52.0,8:21,501
4,54.0,01:23,83
4,56.0,8:5,
4,58.0,0:2,
4,60.0,0:29,29
4,62.0,8:3,
4,64.0,0:33,33
4,66.0,8:5,
4,68.0,0:37,37
4,70.0,8:39,519
4,72.0,0:41,41
4,74.0,0:43,43
4,76.0,01:45,105
4,78.0,0:47,47
4,80.0,01:49,109
4,82.0,8:5,
4,84.0,8:53,533
4,86.0,8:55,535
4,88.0,0:5,
4,90.0,8:59,539
4,92.0,02:81,
4,94.0,02:03,123
4,96.0,02:05,125
4,98.0,02:07,127
4,100.0,02:09,129
4,102.0,82:,
4,104.0,02:13,133
4,106.0,82:5,
4,108.0,02:7,
4,110.0,02:9,
4,112.0,82:21,
4,114.0,02:23,143
4,116.0,0:25,25
4,118.0,02:21,141
4,120.0,0:29,29
4,122.0,0:31,31
4,124.0,02:33,153
4,126.0,02:35,155
4,128.0,02:31,151
4,130.0,02:39,159
4,132.0,02:41,161
4,134.0,02:43,163
4,136.0,02:45,165
4,138.0,02:41,161
4,140.0,02:49,169
4,142.0,82:51,
4,144.0,02:53,173
4,146.0,02:55,175
4,148.0,02:57,177
4,150.0,02:59,179
4,152.0,03:81,
4,154.0,03:03,183
4,156.0,03:05,185
4,158.0,03:87,
4,160.0,03:89,
4,162.0,0:11,11
4,164.0,03:13,193
4,166.0,03:15,195
4,168.0,03:7,
4,170.0,03:19,199
4,172.0,03:21,201
4,174.0,03:23,203
4,176.0,03:25,205
4,178.0,03:21,201
4,180.0,03:29,209
4,182.0,03:31,211
4,184.0,03:33,213
4,186.0,03:35,215
4,188.0,03:37,217
4,190.0,03:39,219
4,192.0,03:41,221
4,194.0,03:43,223
4,196.0,03:45,225
4,198.0,03:47,227
4,200.0,03:49,229
4,202.0,03:51,231
4,204.0,03:53,233
4,206.0,03:55,235
4,208.0,03:57,237
4,210.0,03:59,239
4,212.0,04:81,
4,214.0,04:03,243
4,216.0,04:05,245
4,218.0,04:8,
4,220.0,04:09,249
4,222.0,04:,
4,224.0,04:3,
4,226.0,04:5,
4,228.0,04:7,
4,230.0,04:9,
4,232.0,04:1,
4,234.0,04:3,
4,236.0,04:25,265
4,238.0,04:1,
4,240.0,04:29,269
4,242.0,04:31,271
4,244.0,0433,
4,246.0,04:35,275
4,248.0,04:7,
4,250.0,04:39,279
4,252.0,04:41,281
4,254.0,04:43,283
4,256.0,04:45,285
4,258.0,04:47,287
4,260.0,04:49,289
4,262.0,04:51,291
4,264.0,04:53,293
4,266.0,,
4,268.0,,
